Atualizado em: 2025-01-27
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"54";"0";"12,96";"5,56"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"13";"0";"7,69";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"96";"4,17";"5,43";"3,26"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"4";"0";"0";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"51";"0";"1,96";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"7";"0";"0";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"13,33";"6,67"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"4";"0";"0";"0"
"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"10";"0"
"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"31";"9,68";"10,71";"3,57"
"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"61";"1,64";"6,67";"6,67"
"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"24";"0";"20,83";"12,5"
"SBSJ";"PROFESSOR URBANO ERNESTO STUMPF(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"7,69";"0"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"34";"0";"14,71";"8,82"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"62";"0";"6,45";"4,84"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"23,33";"10"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"31";"0";"0";"0"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"9";"0";"0";"0"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"125";"1,6";"13,01";"4,07"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"29";"3,45";"14,29";"7,14"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"25,81";"3,23"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"52";"0";"21,15";"7,69"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"0";"0"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"4";"0";"0";"0"
"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SSRS";"BARREIRINHAS(MA, BRASIL)";"13";"76,92";"0";"0"
"SBSM";"SANTA MARIA(RS, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"13";"0";"0";"0"
"SBSM";"SANTA MARIA(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"12";"16,67";"0";"0"
"SBSM";"SANTA MARIA(RS, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"16";"12,5";"0";"0"
"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"77";"3,9";"13,51";"2,7"
"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"3,23";"0";"0"
"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"7";"0";"0";"0"
"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"65";"7,69";"6,67";"1,67"
"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"SBTB";"TROMBETAS(PA, BRASIL)";"3";"0";"0";"0"
"SBSO";"REGIONAL DE SORRISO ADOLINO BEDIN(MT, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"14";"14,29";"33,33";"16,67"
"SBSO";"REGIONAL DE SORRISO ADOLINO BEDIN(MT, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"12";"33,33";"25";"25"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"38";"0";"13,16";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"16";"0";"6,25";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"706";"0,71";"21,11";"6,28"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"666";"2,1";"18,71";"7,36"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"71";"0";"16,9";"2,82"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"27";"0";"22,22";"7,41"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCN";"NELSON RODRIGUES GUIMARÃES(GO, BRASIL)";"12";"0";"0";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"589";"3,4";"14,06";"5,8"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"31";"0";"19,35";"3,23"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"61";"0";"18,03";"6,56"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBDB";"BONITO(MS, BRASIL)";"11";"0";"9,09";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"80";"0";"35";"10"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"84";"1,19";"13,25";"3,61"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"488";"1,02";"22,36";"7,66"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"188";"0";"9,04";"2,13"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"135";"2,22";"18,18";"8,33"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"307";"1,3";"19,47";"7,26"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"76";"1,32";"13,33";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBIP";"USIMINAS(MG, BRASIL)";"31";"0";"22,58";"6,45"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"47";"0";"31,91";"6,38"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"170";"17,65";"32,86";"23,57"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"62";"1,61";"42,62";"16,39"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"79";"7,59";"20,55";"8,22"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"64";"0";"26,56";"4,69"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"26";"0";"11,54";"3,85"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"130";"0";"23,08";"4,62"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"318";"3,14";"12,01";"4,55"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"586";"0,51";"20,07";"5,32"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBPF";"LAURO KURTZ(RS, BRASIL)";"7";"0";"0";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"155";"1,29";"8,5";"3,27"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"359";"1,67";"13,88";"5,1"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"1541";"5,19";"15,2";"5"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"120";"3,33";"23,28";"5,17"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"51";"0";"17,65";"7,84"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"89";"0";"24,72";"6,74"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"476";"0,42";"18,78";"5,06"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBTC";"HOTEL TRANSAMÉRICA(AERODROMO PRIVADO)(BA, BRASIL)";"5";"0";"0";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"80";"2,5";"19,23";"6,41"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"14";"0";"7,14";"0"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"197";"3,55";"14,21";"5,26"
"SBSP";"CONGONHAS(SP, BRASIL)";"SBZM";"REGIONAL DA ZONA DA MATA(MG, BRASIL)";"47";"0";"25,53";"14,89"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"57";"1,75";"5,36";"1,79"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"4";"0";"0";"0"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"56";"3,57";"7,41";"0"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"3";"0";"33,33";"33,33"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"114";"5,26";"17,59";"11,11"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"16";"0";"37,5";"6,25"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"7";"0";"0";"0"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"13";"0";"7,69";"7,69"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"7";"0";"0";"0"
"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"89";"1,12";"21,59";"10,23"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"LEMD";"ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(ESPANHA)";"13";"0";"7,69";"7,69"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"LFPG";"PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(FRANÇA)";"13";"0";"100";"84,62"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"30";"0";"10";"10"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"31";"0";"6,45";"3,23"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"2";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"51";"1,96";"12";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"185";"0,54";"2,72";"0,54"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"201";"7,46";"10,22";"3,23"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"14";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"86";"0";"4,65";"3,49"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"245";"0,41";"6,15";"2,46"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"51";"0";"11,76";"1,96"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"304";"1,32";"11,33";"5,67"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"8";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"30";"0";"3,33";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"18";"0";"22,22";"5,56"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"176";"7,95";"8,02";"2,47"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"30";"0";"3,33";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"12";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"13";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"186";"3,76";"8,38";"4,47"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"12";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"30";"0";"6,67";"3,33"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"30";"0";"10";"10"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"475";"1,89";"13,52";"3,86"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"12";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"46";"0";"4,35";"2,17"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"9";"0";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"4";"25";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SIRI";"BARRA GRANDE(BA, BRASIL)";"5";"20";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"56";"16,07";"0";"0"
"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"13";"0";"7,69";"7,69"
"SBTB";"TROMBETAS(PA, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"3";"0";"0";"0"
"SBTB";"TROMBETAS(PA, BRASIL)";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"3";"33,33";"0";"0"
"SBTC";"HOTEL TRANSAMÉRICA(AERODROMO PRIVADO)(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"5";"0";"0";"0"
"SBTC";"HOTEL TRANSAMÉRICA(AERODROMO PRIVADO)(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"5";"0";"0";"0"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"89";"1,12";"9,09";"5,68"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"24";"8,33";"9,09";"0"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"31";"0";"6,45";"0"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"93";"2,15";"7,69";"3,3"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"32";"0";"3,13";"0"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"54";"1,85";"11,32";"1,89"
"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"4";"0";"0";"0"
"SBTF";"TEFÉ(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"30";"3,33";"13,79";"10,34"
"SBTF";"TEFÉ(AM, BRASIL)";"SWTP";"SANTA IZABEL DO RIO NEGRO(AM, BRASIL)";"9";"22,22";"0";"0"
"SBTG";"TRÊS LAGOAS(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"5,88";"6,25";"0"
"SBTT";"TABATINGA(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"46";"10,87";"14,63";"7,32"
"SBTU";"TUCURUÍ(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"9";"11,11";"37,5";"37,5"
"SBUA";"SÃO GABRIEL DA CACHOEIRA(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"13";"23,08";"30";"20"
"SBUG";"RUBEM BERTA(RS, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"7";"14,29";"16,67";"0"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"123";"9,76";"18,02";"6,31"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"55,56";"0";"0"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"88";"0";"12,5";"3,41"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"7";"0";"28,57";"28,57"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"81";"7,41";"13,33";"4"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"12";"0";"16,67";"8,33"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"28";"3,57";"11,11";"3,7"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"9";"11,11";"25";"25"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"4";"0";"0";"0"
"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"80";"2,5";"19,23";"7,69"
"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"29";"0";"27,59";"13,79"
"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"23";"4,35";"0";"0"
"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"3";"0";"66,67";"33,33"
"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"14";"0";"0";"0"
"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"23";"8,7";"0";"0"
"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"76";"1,32";"10,67";"2,67"
"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"13";"0";"15,38";"7,69"
"SBVG";"MAJOR BRIGADEIRO TROMPOWSKY(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"13";"23,08";"30";"20"
"SBVH";"BRIGADEIRO CAMARÃO(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"7";"0";"14,29";"0"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"54";"0";"12,96";"5,56"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"124";"8,06";"23,68";"11,4"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"216";"0,93";"5,14";"2,8"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"237";"4,64";"8,41";"3,1"
